millis,epoch,sync,f1LV,f2LV,f3LV,f4LV,f5LV,f1RV,f2RV,f3RV,f4RV,f5RV
263823, 1542380450, 791, 772, 767, 762, 747, 738, 1378, 1158, 1065, 1710, 826
263833, 1542380450, 801, 767, 762, 757, 752, 738, 1417, 1173, 1075, 1725, 830
263843, 1542380450, 801, 772, 762, 757, 752, 738, 1446, 1182, 1089, 1725, 830
263853, 1542380450, 801, 772, 762, 752, 752, 742, 1466, 1192, 1099, 1730, 816
263863, 1542380450, 801, 772, 757, 752, 752, 738, 1461, 1192, 1099, 1744, 816
263873, 1542380450, 796, 767, 762, 757, 742, 738, 1476, 1197, 1094, 1788, 816
263883, 1542380450, 786, 777, 767, 762, 747, 742, 1534, 1217, 1133, 1788, 806
263894, 1542380450, 791, 762, 762, 757, 742, 738, 1554, 1207, 1124, 1774, 801
263904, 1542380450, 791, 762, 757, 752, 742, 738, 1564, 1217, 1138, 1788, 816
263914, 1542380450, 791, 757, 762, 752, 742, 738, 1554, 1212, 1138, 1788, 801
263924, 1542380450, 786, 762, 757, 752, 747, 738, 1578, 1226, 1168, 1798, 796
263934, 1542380450, 786, 762, 757, 752, 747, 738, 1598, 1236, 1173, 1798, 796
263944, 1542380450, 782, 777, 767, 762, 747, 742, 1603, 1241, 1192, 1793, 786
263954, 1542380450, 767, 762, 757, 757, 742, 738, 1598, 1246, 1177, 1774, 777
263964, 1542380450, 777, 757, 752, 752, 747, 738, 1603, 1251, 1173, 1744, 772
263974, 1542380450, 767, 757, 757, 752, 742, 738, 1627, 1251, 1163, 1710, 762
263984, 1542380450, 757, 757, 757, 757, 747, 738, 1647, 1251, 1138, 1681, 757
263994, 1542380450, 752, 757, 757, 752, 747, 738, 1676, 1260, 1119, 1622, 757
264004, 1542380450, 752, 752, 757, 757, 747, 738, 1671, 1260, 1089, 1544, 762
264017, 1542380450, 738, 762, 757, 757, 752, 742, 1700, 1285, 1070, 1500, 747
264027, 1542380450, 742, 752, 752, 752, 747, 738, 1715, 1285, 1065, 1461, 752
264037, 1542380450, 738, 752, 757, 752, 747, 738, 1725, 1280, 1055, 1417, 747
264047, 1542380450, 738, 752, 752, 752, 747, 738, 1754, 1280, 1050, 1388, 747
264057, 1542380450, 733, 752, 752, 752, 747, 738, 1759, 1290, 1055, 1348, 747
264067, 1542380450, 733, 752, 752, 752, 747, 738, 1774, 1300, 1070, 1339, 742
264077, 1542380450, 728, 762, 762, 762, 757, 742, 1798, 1309, 1065, 1309, 747
264087, 1542380450, 738, 757, 752, 757, 747, 738, 1813, 1300, 1070, 1300, 742
264097, 1542380450, 738, 757, 752, 757, 752, 738, 1867, 1319, 1041, 1256, 742
264107, 1542380450, 738, 757, 752, 752, 747, 738, 1974, 1339, 1055, 1236, 742
264117, 1542380450, 738, 752, 757, 752, 747, 738, 2023, 1344, 1021, 1163, 747
264127, 1542380450, 738, 752, 752, 752, 747, 738, 2091, 1363, 1001, 1148, 742
264137, 1542380450, 738, 747, 752, 747, 747, 738, 2165, 1378, 1006, 1080, 752
264147, 1542380450, 733, 738, 752, 757, 752, 742, 2311, 1407, 977, 1001, 747
264157, 1542380450, 728, 850, 728, 738, 723, 742, 2326, 1397, 923, 957, 747
264167, 1542380450, 728, 913, 738, 747, 742, 738, 2453, 1383, 918, 923, 742
264177, 1542380450, 733, 913, 747, 747, 757, 738, 2541, 1378, 889, 855, 747
264187, 1542380450, 728, 1109, 923, 723, 733, 733, 2629, 1329, 830, 850, 742
264197, 1542380450, 733, 1148, 957, 752, 791, 723, 2634, 1256, 826, 840, 747
264207, 1542380450, 718, 1270, 1104, 777, 777, 723, 2722, 1075, 835, 826, 747
264217, 1542380450, 733, 1456, 1168, 806, 869, 713, 2668, 982, 816, 811, 747
264227, 1542380450, 752, 1456, 1217, 894, 1001, 767, 2536, 904, 811, 806, 742
264237, 1542380450, 762, 1446, 1236, 957, 1168, 791, 2321, 860, 811, 806, 747
264247, 1542380450, 757, 1500, 1285, 987, 1300, 801, 2013, 840, 806, 791, 742
264257, 1542380450, 747, 1515, 1280, 1026, 1383, 816, 1510, 826, 796, 786, 742
264267, 1542380450, 738, 1524, 1270, 1016, 1436, 806, 1231, 826, 816, 816, 752
264278, 1542380450, 723, 1583, 1285, 1036, 1480, 786, 1104, 821, 796, 806, 747
264288, 1542380450, 728, 1612, 1300, 1036, 1500, 777, 1001, 806, 791, 791, 742
264298, 1542380450, 723, 1637, 1319, 1041, 1500, 767, 742, 811, 791, 786, 742
264308, 1542380450, 713, 1681, 1348, 1055, 1510, 762, 742, 806, 777, 782, 742
264318, 1542380450, 698, 1686, 1358, 1065, 1524, 757, 742, 801, 786, 772, 742
264328, 1542380450, 698, 1700, 1363, 1070, 1529, 757, 742, 801, 786, 772, 742
264338, 1542380450, 689, 1700, 1392, 1099, 1534, 762, 747, 811, 791, 786, 747
264348, 1542380450, 713, 1691, 1383, 1089, 1505, 752, 742, 806, 786, 782, 742
264358, 1542380450, 713, 1681, 1378, 1070, 1485, 757, 742, 801, 782, 772, 742
264368, 1542380450, 713, 1671, 1378, 1060, 1427, 752, 742, 801, 786, 777, 742
264383, 1542380450, 698, 1681, 1388, 1045, 1373, 752, 747, 796, 786, 782, 747
264393, 1542380450, 708, 1652, 1363, 1021, 1324, 742, 742, 801, 777, 767, 742
264403, 1542380450, 708, 1652, 1353, 1011, 1290, 738, 742, 811, 791, 782, 752
264413, 1542380450, 703, 1652, 1348, 1021, 1246, 747, 747, 782, 796, 772, 738
264423, 1542380450, 713, 1627, 1334, 992, 1217, 742, 742, 782, 777, 757, 742
264433, 1542380450, 713, 1617, 1334, 982, 1212, 742, 742, 777, 786, 762, 742
264443, 1542380450, 713, 1608, 1334, 977, 1202, 738, 742, 777, 786, 767, 742
264453, 1542380450, 718, 1598, 1334, 972, 1207, 738, 742, 782, 782, 772, 742
264463, 1542380450, 713, 1598, 1324, 982, 1192, 738, 738, 772, 782, 772, 742
264473, 1542380450, 703, 1622, 1353, 992, 1182, 747, 747, 782, 777, 777, 747
264483, 1542380450, 723, 1608, 1348, 992, 1163, 738, 742, 772, 782, 772, 742
264493, 1542380450, 723, 1627, 1348, 992, 1158, 742, 742, 772, 777, 772, 742
264503, 1542380450, 718, 1652, 1358, 992, 1148, 742, 738, 772, 772, 762, 742
264513, 1542380450, 718, 1686, 1368, 997, 1143, 742, 742, 772, 777, 762, 742
264523, 1542380451, 718, 1720, 1378, 997, 1138, 742, 742, 772, 777, 772, 742
264534, 1542380451, 718, 1779, 1388, 997, 1109, 742, 742, 772, 782, 782, 752
264544, 1542380451, 713, 1842, 1407, 997, 1094, 747, 747, 777, 777, 767, 742
264554, 1542380451, 718, 1852, 1407, 992, 1094, 742, 742, 772, 772, 767, 742
264564, 1542380451, 718, 1886, 1412, 977, 1094, 738, 742, 767, 777, 767, 742
264574, 1542380451, 718, 1906, 1417, 982, 1089, 738, 742, 767, 777, 767, 742
264584, 1542380451, 718, 1911, 1432, 982, 1065, 742, 742, 777, 782, 767, 742
264594, 1542380451, 718, 1940, 1427, 972, 1045, 738, 742, 767, 777, 762, 742
264604, 1542380451, 718, 1969, 1436, 977, 1026, 752, 752, 777, 782, 772, 747
264614, 1542380451, 713, 2043, 1441, 957, 997, 738, 742, 767, 772, 767, 742
264624, 1542380451, 723, 2047, 1432, 938, 987, 742, 742, 762, 767, 757, 742
264634, 1542380451, 723, 2096, 1427, 909, 913, 742, 742, 757, 767, 752, 742
264644, 1542380451, 723, 2184, 1422, 904, 904, 742, 742, 767, 767, 752, 742
264654, 1542380451, 723, 2272, 1422, 889, 904, 738, 742, 757, 767, 752, 742
264664, 1542380451, 723, 2282, 1422, 894, 874, 742, 742, 757, 767, 752, 742
264674, 1542380451, 708, 2336, 1436, 904, 879, 742, 747, 767, 772, 757, 747
264684, 1542380451, 723, 2302, 1427, 904, 889, 733, 742, 762, 767, 752, 742
264694, 1542380451, 718, 2243, 1427, 904, 909, 733, 742, 767, 767, 752, 742
264704, 1542380451, 718, 2204, 1432, 933, 957, 738, 742, 762, 767, 752, 742
264714, 1542380451, 718, 2165, 1446, 957, 977, 738, 738, 762, 772, 752, 742
264724, 1542380451, 718, 2179, 1456, 982, 992, 738, 742, 762, 772, 752, 742
264734, 1542380451, 723, 2262, 1471, 987, 992, 742, 742, 777, 777, 762, 752
264744, 1542380451, 718, 2390, 1500, 997, 987, 747, 742, 762, 767, 752, 742
264754, 1542380451, 728, 2458, 1515, 987, 972, 742, 742, 762, 772, 752, 742
264764, 1542380451, 728, 2600, 1554, 997, 962, 738, 742, 762, 767, 752, 742
264774, 1542380451, 723, 2693, 1578, 1006, 972, 738, 742, 757, 767, 752, 742
264784, 1542380451, 723, 2805, 1617, 1041, 992, 738, 742, 762, 762, 752, 742
264794, 1542380451, 723, 2932, 1637, 1041, 987, 738, 742, 757, 772, 752, 742
264804, 1542380451, 723, 3172, 1705, 1050, 962, 747, 742, 762, 772, 757, 742
264814, 1542380451, 713, 3255, 1681, 1031, 923, 742, 733, 757, 767, 752, 742
264824, 1542380451, 713, 3465, 1705, 997, 884, 742, 806, 777, 762, 752, 747
264834, 1542380451, 708, 3636, 1725, 977, 835, 742, 816, 840, 777, 752, 733
264844, 1542380451, 703, 3910, 1744, 909, 816, 742, 830, 1041, 762, 752, 738
264854, 1542380451, 698, 4188, 1735, 865, 816, 742, 816, 1246, 786, 747, 728
264864, 1542380451, 708, 4467, 1720, 840, 796, 742, 806, 1436, 909, 835, 757
264875, 1542380451, 742, 4672, 1666, 806, 786, 747, 806, 1520, 1036, 1089, 747
264885, 1542380451, 777, 4838, 1554, 806, 777, 738, 811, 1529, 1065, 1260, 762
264895, 1542380451, 786, 4843, 1373, 786, 777, 742, 801, 1348, 1085, 1471, 816
264905, 1542380451, 816, 4838, 1197, 791, 762, 742, 826, 1314, 1109, 1554, 845
264915, 1542380451, 821, 4853, 1050, 791, 762, 742, 811, 1290, 1119, 1564, 806
264925, 1542380451, 811, 4824, 953, 791, 757, 742, 816, 1265, 1094, 1603, 796
264935, 1542380451, 806, 4090, 899, 791, 767, 747, 811, 1221, 1075, 1485, 767
264945, 1542380451, 782, 3533, 865, 782, 757, 742, 816, 1197, 1080, 1485, 767
264955, 1542380451, 772, 2864, 850, 786, 752, 738, 821, 1246, 1089, 1564, 767
264965, 1542380451, 762, 2326, 830, 777, 747, 738, 826, 1295, 1143, 1608, 767
264975, 1542380451, 767, 1847, 821, 777, 752, 742, 830, 1368, 1168, 1671, 772
264985, 1542380451, 762, 1456, 811, 777, 752, 738, 830, 1476, 1221, 1774, 772
264995, 1542380451, 762, 1104, 806, 772, 757, 738, 826, 1554, 1270, 1852, 777
265005, 1542380451, 757, 918, 796, 772, 767, 742, 830, 1647, 1304, 1862, 772
265015, 1542380451, 762, 845, 806, 762, 762, 738, 821, 1676, 1314, 1867, 762
265025, 1542380451, 772, 835, 786, 767, 757, 738, 830, 1691, 1348, 1881, 762
265035, 1542380451, 772, 826, 801, 767, 757, 738, 816, 1749, 1353, 1862, 757
265046, 1542380451, 767, 806, 791, 767, 762, 742, 826, 1764, 1368, 1788, 757
265056, 1542380451, 757, 801, 791, 767, 757, 738, 826, 1793, 1344, 1749, 762
265066, 1542380451, 752, 811, 796, 782, 767, 747, 830, 1847, 1314, 1652, 752
265076, 1542380451, 738, 801, 777, 767, 757, 738, 840, 1832, 1314, 1593, 742
265086, 1542380451, 742, 786, 777, 767, 757, 742, 840, 1808, 1290, 1588, 742
265096, 1542380451, 738, 786, 772, 772, 757, 738, 835, 1779, 1285, 1549, 747
265106, 1542380451, 733, 782, 777, 772, 752, 738, 826, 1730, 1260, 1549, 742
265116, 1542380451, 728, 777, 772, 767, 752, 742, 830, 1686, 1265, 1564, 742
265126, 1542380451, 728, 782, 772, 762, 752, 738, 826, 1617, 1260, 1608, 762
265136, 1542380451, 723, 786, 782, 762, 762, 747, 830, 1554, 1236, 1642, 752
265146, 1542380451, 733, 782, 777, 762, 762, 742, 826, 1451, 1207, 1647, 752
265156, 1542380451, 733, 786, 772, 762, 762, 742, 826, 1378, 1221, 1681, 757
265166, 1542380451, 733, 782, 772, 767, 762, 738, 826, 1388, 1221, 1705, 757
265176, 1542380451, 738, 782, 767, 767, 752, 738, 821, 1436, 1226, 1700, 757
265186, 1542380451, 738, 782, 767, 767, 752, 738, 821, 1471, 1236, 1710, 757
265196, 1542380451, 738, 791, 767, 762, 772, 752, 845, 1529, 1246, 1710, 752
265206, 1542380451, 733, 786, 772, 772, 752, 738, 826, 1544, 1241, 1676, 752
265216, 1542380451, 738, 777, 762, 757, 752, 738, 835, 1588, 1251, 1647, 757
265226, 1542380451, 733, 777, 767, 757, 752, 742, 816, 1622, 1260, 1642, 752
265236, 1542380451, 738, 782, 762, 762, 752, 738, 826, 1647, 1275, 1612, 742
265246, 1542380451, 738, 782, 762, 757, 757, 738, 826, 1695, 1275, 1612, 742
265256, 1542380451, 733, 782, 762, 757, 752, 738, 816, 1705, 1275, 1588, 742
265266, 1542380451, 723, 801, 767, 762, 757, 747, 826, 1720, 1295, 1632, 747
265276, 1542380451, 733, 786, 762, 757, 752, 738, 821, 1686, 1285, 1637, 752
265286, 1542380451, 738, 782, 762, 752, 752, 738, 806, 1637, 1280, 1676, 747
265296, 1542380451, 733, 777, 762, 757, 752, 738, 811, 1642, 1285, 1695, 752
265306, 1542380451, 738, 772, 762, 757, 747, 738, 806, 1686, 1300, 1705, 752
265316, 1542380451, 738, 767, 757, 757, 747, 738, 811, 1720, 1319, 1710, 747
265326, 1542380451, 738, 767, 762, 757, 752, 738, 830, 1779, 1344, 1710, 757
265336, 1542380451, 728, 777, 767, 762, 752, 742, 816, 1764, 1309, 1695, 742
265346, 1542380451, 733, 767, 757, 757, 747, 738, 801, 1764, 1309, 1705, 747
265356, 1542380451, 733, 762, 757, 757, 747, 738, 796, 1739, 1314, 1735, 752
265366, 1542380451, 728, 767, 752, 757, 747, 738, 806, 1691, 1329, 1754, 747
265376, 1542380451, 733, 767, 752, 752, 747, 738, 801, 1564, 1329, 1759, 757
265392, 1542380451, 723, 767, 757, 762, 752, 742, 801, 1476, 1363, 1881, 782
265402, 1542380451, 742, 772, 762, 762, 757, 742, 806, 1441, 1392, 1915, 786
265412, 1542380451, 767, 757, 752, 757, 752, 738, 816, 1417, 1383, 1876, 782
265422, 1542380451, 772, 757, 757, 752, 752, 738, 806, 1427, 1378, 1911, 772
265432, 1542380451, 762, 757, 752, 757, 752, 738, 806, 1461, 1378, 1945, 782
265442, 1542380451, 757, 757, 752, 757, 747, 738, 816, 1505, 1392, 1930, 757
265452, 1542380451, 747, 757, 757, 757, 747, 738, 806, 1578, 1392, 1886, 757
265462, 1542380451, 747, 752, 752, 752, 747, 738, 811, 1612, 1427, 1842, 762
265472, 1542380451, 742, 762, 757, 757, 752, 742, 816, 1676, 1412, 1803, 752
265482, 1542380451, 747, 757, 747, 747, 747, 738, 821, 1705, 1392, 1720, 742
265492, 1542380451, 742, 757, 757, 747, 747, 738, 816, 1803, 1388, 1661, 742
265502, 1542380451, 738, 757, 752, 747, 752, 738, 811, 1852, 1383, 1534, 742
265512, 1542380451, 738, 752, 752, 747, 747, 738, 806, 1950, 1373, 1505, 742
265522, 1542380451, 733, 757, 752, 747, 747, 738, 811, 2052, 1358, 1417, 742
265532, 1542380452, 733, 777, 762, 757, 757, 742, 821, 2179, 1388, 1363, 747
265542, 1542380452, 728, 752, 757, 747, 752, 738, 816, 2228, 1378, 1319, 742
265552, 1542380452, 733, 757, 747, 747, 747, 738, 816, 2326, 1378, 1300, 742
265562, 1542380452, 728, 747, 747, 747, 747, 738, 821, 2404, 1392, 1246, 742
265572, 1542380452, 718, 738, 718, 742, 757, 738, 821, 2551, 1373, 1212, 747
265582, 1542380452, 723, 801, 738, 757, 757, 738, 811, 2590, 1378, 1099, 747
265592, 1542380452, 718, 796, 777, 747, 752, 733, 811, 2707, 1319, 997, 757
265602, 1542380452, 713, 811, 811, 742, 742, 742, 826, 2878, 1241, 933, 752
265612, 1542380452, 718, 830, 933, 738, 738, 728, 816, 2942, 1089, 860, 747
265622, 1542380452, 689, 811, 1006, 777, 772, 694, 816, 3000, 1016, 840, 742
265632, 1542380452, 728, 811, 1041, 811, 913, 742, 811, 3020, 904, 816, 742
265643, 1542380452, 738, 796, 1085, 899, 1158, 845, 806, 2888, 884, 821, 742
265653, 1542380452, 718, 801, 1094, 967, 1500, 992, 821, 2561, 860, 826, 742
265663, 1542380452, 718, 791, 1080, 987, 1612, 1050, 826, 1823, 855, 821, 747
265673, 1542380452, 713, 791, 1094, 1006, 1598, 992, 801, 1573, 845, 811, 742
265683, 1542380452, 718, 816, 1158, 977, 1534, 918, 801, 1182, 826, 811, 742
265693, 1542380452, 718, 830, 1138, 997, 1505, 845, 806, 982, 826, 786, 742
265703, 1542380452, 713, 865, 1207, 1001, 1505, 811, 747, 879, 806, 796, 747
265713, 1542380452, 708, 874, 1256, 1026, 1593, 811, 742, 806, 782, 782, 747
265723, 1542380452, 718, 860, 1304, 1070, 1710, 816, 811, 772, 806, 782, 742
265733, 1542380452, 718, 874, 1344, 1099, 1823, 840, 806, 782, 806, 782, 747
265743, 1542380452, 718, 869, 1348, 1109, 1847, 840, 796, 782, 796, 786, 747
265753, 1542380452, 708, 869, 1378, 1124, 1886, 855, 801, 782, 801, 786, 747
265763, 1542380452, 713, 884, 1397, 1148, 1906, 850, 801, 782, 801, 801, 747
265773, 1542380452, 728, 874, 1412, 1153, 1886, 835, 791, 777, 801, 786, 747
265783, 1542380452, 733, 874, 1432, 1153, 1818, 811, 796, 772, 796, 796, 747
265793, 1542380452, 728, 869, 1451, 1143, 1735, 811, 801, 782, 796, 796, 752
265803, 1542380452, 713, 884, 1466, 1148, 1647, 786, 796, 782, 791, 782, 742
265814, 1542380452, 713, 904, 1461, 1109, 1564, 777, 796, 782, 791, 772, 742
265824, 1542380452, 708, 884, 1466, 1099, 1441, 762, 796, 777, 786, 772, 742
265834, 1542380452, 708, 899, 1480, 1080, 1363, 752, 791, 767, 786, 772, 742
265844, 1542380452, 708, 894, 1485, 1070, 1324, 742, 796, 767, 791, 772, 742
265854, 1542380452, 713, 904, 1495, 1045, 1256, 733, 801, 767, 791, 772, 742
265864, 1542380452, 708, 933, 1524, 1031, 1226, 747, 801, 772, 791, 767, 747
265874, 1542380452, 728, 933, 1515, 1006, 1177, 742, 791, 762, 777, 762, 747
265884, 1542380452, 723, 918, 1520, 1011, 1114, 738, 796, 767, 772, 757, 742
265894, 1542380452, 718, 923, 1529, 1001, 1065, 738, 786, 767, 767, 767, 742
265904, 1542380452, 723, 933, 1539, 992, 1050, 742, 782, 767, 777, 767, 742
265914, 1542380452, 728, 953, 1564, 987, 1036, 738, 777, 762, 772, 767, 742
265924, 1542380452, 728, 953, 1578, 987, 997, 738, 782, 767, 791, 782, 752
265934, 1542380452, 723, 967, 1598, 987, 977, 742, 796, 767, 782, 767, 747
265944, 1542380452, 728, 982, 1627, 977, 962, 742, 791, 762, 782, 767, 742
265954, 1542380452, 723, 1006, 1647, 967, 948, 738, 782, 757, 777, 767, 742
265964, 1542380452, 723, 1026, 1676, 972, 923, 738, 782, 762, 777, 757, 742
265974, 1542380452, 723, 1050, 1710, 972, 909, 742, 786, 757, 777, 757, 742
265984, 1542380452, 723, 1065, 1759, 953, 879, 742, 786, 762, 777, 757, 742
265994, 1542380452, 728, 1099, 1759, 953, 855, 747, 791, 772, 786, 767, 752
266004, 1542380452, 723, 1114, 1803, 943, 850, 742, 777, 757, 782, 762, 742
266014, 1542380452, 733, 1158, 1827, 928, 840, 738, 782, 762, 782, 767, 742
266024, 1542380452, 733, 1202, 1876, 923, 826, 742, 777, 757, 782, 762, 742
266034, 1542380452, 733, 1231, 1911, 909, 811, 738, 782, 757, 782, 762, 742
266044, 1542380452, 728, 1270, 1969, 909, 811, 738, 782, 757, 777, 757, 742
266054, 1542380452, 728, 1280, 1994, 894, 801, 742, 782, 762, 772, 762, 742
266064, 1542380452, 718, 1353, 2018, 865, 777, 747, 791, 762, 772, 762, 752
266074, 1542380452, 728, 1368, 2028, 855, 772, 742, 782, 762, 762, 752, 742
266084, 1542380452, 733, 1397, 2043, 835, 762, 742, 782, 757, 772, 757, 747
266094, 1542380452, 738, 1495, 2018, 811, 762, 742, 786, 757, 767, 757, 742
266104, 1542380452, 738, 1549, 1974, 801, 767, 738, 786, 752, 767, 757, 742
266114, 1542380452, 738, 1578, 1935, 806, 762, 742, 791, 747, 777, 757, 747
266124, 1542380452, 738, 1617, 1842, 801, 762, 738, 786, 752, 782, 767, 752
266134, 1542380452, 728, 1617, 1871, 806, 767, 742, 791, 757, 767, 757, 742
266144, 1542380452, 728, 1661, 1827, 796, 757, 738, 786, 752, 767, 757, 742
266155, 1542380452, 723, 1700, 1798, 791, 762, 738, 786, 747, 767, 757, 742
266165, 1542380452, 723, 1769, 1774, 786, 762, 738, 786, 752, 762, 752, 742
266175, 1542380452, 723, 1783, 1774, 791, 762, 738, 791, 752, 762, 752, 747
266185, 1542380452, 723, 1837, 1725, 782, 757, 742, 786, 752, 767, 757, 747
266195, 1542380452, 728, 1935, 1754, 796, 767, 747, 791, 757, 767, 757, 747
266205, 1542380452, 723, 1979, 1720, 786, 757, 742, 786, 752, 767, 752, 742
266215, 1542380452, 728, 2057, 1661, 772, 757, 738, 782, 752, 762, 752, 747
266225, 1542380452, 728, 2111, 1598, 767, 752, 742, 782, 752, 762, 752, 742
266235, 1542380452, 728, 2189, 1568, 777, 757, 738, 782, 752, 762, 757, 747
266245, 1542380452, 728, 2243, 1485, 767, 747, 738, 782, 752, 762, 752, 742
266255, 1542380452, 728, 2341, 1471, 762, 752, 742, 782, 752, 762, 752, 742
266265, 1542380452, 718, 2434, 1383, 777, 752, 747, 791, 757, 767, 757, 747
266275, 1542380452, 728, 2443, 1358, 772, 747, 738, 782, 747, 762, 752, 742
266285, 1542380452, 718, 2463, 1300, 772, 747, 742, 777, 747, 762, 752, 742
266295, 1542380452, 684, 2443, 1212, 762, 747, 742, 728, 752, 767, 752, 742
266305, 1542380452, 694, 2370, 1173, 757, 747, 742, 943, 762, 762, 747, 738
266315, 1542380452, 708, 2233, 1065, 762, 747, 738, 1021, 767, 772, 757, 747
266326, 1542380452, 694, 2033, 992, 757, 747, 742, 1158, 855, 782, 752, 728
266336, 1542380452, 654, 1759, 918, 767, 747, 747, 1241, 884, 796, 757, 723
266346, 1542380452, 713, 1417, 860, 762, 742, 738, 1251, 992, 874, 909, 752
266356, 1542380452, 767, 1075, 830, 762, 747, 742, 1344, 1021, 997, 1060, 742
266366, 1542380452, 777, 889, 811, 762, 747, 742, 1363, 1045, 1026, 1270, 762
266376, 1542380452, 777, 816, 801, 752, 747, 742, 1383, 1099, 1060, 1397, 762
266391, 1542380452, 767, 796, 796, 772, 747, 747, 1451, 1109, 1099, 1573, 772
266401, 1542380452, 777, 791, 791, 762, 752, 747, 1471, 1119, 1158, 1686, 772
266412, 1542380452, 791, 777, 782, 762, 747, 742, 1446, 1124, 1148, 1774, 772
266422, 1542380452, 791, 772, 777, 762, 747, 742, 1446, 1148, 1202, 1940, 791
266432, 1542380452, 796, 767, 772, 767, 747, 738, 1461, 1153, 1236, 2028, 816
266442, 1542380452, 811, 777, 782, 762, 747, 738, 1471, 1173, 1280, 2145, 835
266452, 1542380452, 821, 767, 782, 762, 752, 742, 1490, 1182, 1300, 2214, 840
266462, 1542380452, 826, 777, 782, 757, 747, 742, 1520, 1221, 1319, 2267, 835
266472, 1542380452, 816, 772, 782, 767, 757, 747, 1529, 1207, 1314, 2233, 826
266482, 1542380452, 821, 767, 782, 757, 752, 742, 1485, 1197, 1300, 2165, 826
266492, 1542380452, 816, 772, 777, 757, 752, 738, 1505, 1182, 1251, 2126, 821
266502, 1542380452, 811, 772, 772, 757, 747, 738, 1476, 1173, 1226, 2033, 806
266512, 1542380452, 796, 767, 772, 757, 747, 742, 1480, 1158, 1221, 1935, 786
266522, 1542380453, 777, 767, 772, 757, 752, 738, 1427, 1158, 1182, 1837, 767
266532, 1542380453, 752, 777, 786, 762, 757, 747, 1451, 1129, 1109, 1720, 762
266542, 1542380453, 762, 767, 777, 757, 752, 738, 1397, 1119, 1104, 1632, 757
266552, 1542380453, 747, 762, 777, 757, 747, 742, 1378, 1109, 1089, 1588, 762
266562, 1542380453, 742, 762, 777, 757, 747, 742, 1392, 1094, 1075, 1544, 752
266572, 1542380453, 738, 762, 777, 762, 747, 742, 1348, 1085, 1060, 1495, 747
266582, 1542380453, 733, 762, 777, 757, 752, 742, 1373, 1080, 1065, 1505, 752
266592, 1542380453, 738, 762, 767, 757, 752, 742, 1348, 1099, 1045, 1495, 772
266602, 1542380453, 733, 767, 777, 762, 757, 747, 1334, 1080, 1045, 1500, 762
266612, 1542380453, 742, 762, 777, 762, 747, 742, 1339, 1075, 1041, 1505, 772
266622, 1542380453, 747, 767, 772, 757, 752, 742, 1314, 1080, 1050, 1500, 767
266632, 1542380453, 747, 767, 767, 757, 752, 738, 1344, 1085, 1050, 1529, 772
266642, 1542380453, 752, 762, 772, 757, 747, 738, 1334, 1085, 1055, 1554, 782
266652, 1542380453, 762, 767, 772, 757, 747, 742, 1329, 1085, 1075, 1573, 791
266662, 1542380453, 767, 777, 777, 762, 752, 747, 1368, 1109, 1094, 1617, 816
266672, 1542380453, 791, 772, 772, 757, 747, 738, 1368, 1099, 1099, 1603, 811
266682, 1542380453, 796, 762, 767, 752, 742, 738, 1373, 1114, 1094, 1598, 806
266692, 1542380453, 796, 762, 767, 757, 747, 738, 1422, 1119, 1104, 1627, 821
266702, 1542380453, 801, 757, 767, 757, 747, 738, 1446, 1129, 1104, 1642, 811
266712, 1542380453, 801, 762, 767, 757, 742, 738, 1441, 1129, 1114, 1671, 816
266722, 1542380453, 801, 762, 767, 757, 747, 738, 1490, 1158, 1158, 1691, 816
266732, 1542380453, 796, 762, 772, 762, 752, 742, 1466, 1158, 1148, 1676, 811
266742, 1542380453, 801, 757, 767, 757, 747, 742, 1480, 1163, 1158, 1686, 806
266752, 1542380453, 801, 757, 767, 757, 747, 738, 1495, 1187, 1158, 1705, 811
266762, 1542380453, 791, 757, 767, 757, 747, 738, 1539, 1202, 1168, 1705, 786
266772, 1542380453, 786, 762, 762, 757, 747, 738, 1534, 1202, 1177, 1705, 782
266782, 1542380453, 772, 757, 767, 757, 747, 738, 1554, 1212, 1168, 1695, 762
266792, 1542380453, 762, 767, 772, 762, 752, 742, 1637, 1251, 1187, 1681, 762
266802, 1542380453, 762, 757, 767, 757, 747, 742, 1617, 1251, 1173, 1632, 747
266812, 1542380453, 757, 762, 762, 752, 742, 738, 1656, 1260, 1173, 1568, 757
266822, 1542380453, 752, 762, 762, 752, 747, 738, 1759, 1275, 1158, 1510, 747
266832, 1542380453, 747, 762, 762, 752, 747, 738, 1793, 1304, 1158, 1451, 742
266842, 1542380453, 747, 762, 762, 757, 747, 738, 1915, 1309, 1129, 1392, 742
266852, 1542380453, 747, 762, 762, 752, 747, 738, 2003, 1339, 1114, 1304, 752
266862, 1542380453, 738, 762, 767, 757, 752, 742, 2072, 1339, 1085, 1246, 747
266872, 1542380453, 742, 762, 762, 747, 742, 738, 2189, 1344, 1036, 1182, 742
266882, 1542380453, 742, 757, 762, 752, 747, 738, 2258, 1344, 1011, 1070, 742
266892, 1542380453, 742, 757, 762, 752, 742, 728, 2346, 1358, 972, 1011, 747
266902, 1542380453, 742, 757, 757, 752, 728, 733, 2419, 1358, 943, 948, 747
266912, 1542380453, 742, 752, 757, 747, 738, 752, 2512, 1344, 928, 884, 747
266923, 1542380453, 723, 767, 767, 752, 708, 757, 2639, 1319, 865, 840, 752
