millis,epoch,sync,f1LV,f2LV,f3LV,f4LV,f5LV,f1RV,f2RV,f3RV,f4RV,f5RV
82605, 1542380269, 0, 591, 718, 635, 860, 508, 498, 757, 733, 1153, 601
82615, 1542380269, 0, 596, 723, 630, 860, 513, 503, 757, 733, 1158, 601
82625, 1542380269, 0, 596, 723, 635, 860, 513, 498, 757, 733, 1158, 601
82635, 1542380269, 0, 596, 718, 630, 860, 513, 503, 762, 733, 1158, 601
82646, 1542380269, 0, 596, 723, 635, 860, 513, 503, 757, 733, 1153, 601
82656, 1542380269, 0, 601, 723, 635, 860, 508, 498, 757, 733, 1158, 601
82666, 1542380269, 0, 596, 723, 635, 860, 508, 503, 762, 733, 1153, 606
82676, 1542380269, 0, 596, 718, 635, 860, 508, 498, 762, 733, 1153, 601
82686, 1542380269, 0, 596, 718, 630, 860, 513, 498, 757, 733, 1153, 601
82696, 1542380269, 0, 596, 718, 630, 860, 513, 498, 757, 733, 1153, 601
82706, 1542380269, 0, 596, 723, 635, 865, 508, 498, 757, 733, 1158, 601
82716, 1542380269, 0, 601, 723, 635, 865, 513, 503, 762, 733, 1158, 601
82726, 1542380269, 0, 596, 718, 630, 855, 508, 498, 757, 733, 1153, 601
82736, 1542380269, 0, 596, 718, 630, 865, 508, 498, 757, 733, 1153, 601
82746, 1542380269, 0, 596, 718, 630, 860, 508, 498, 757, 733, 1153, 601
82756, 1542380269, 0, 601, 723, 630, 865, 513, 498, 762, 733, 1153, 601
82766, 1542380269, 0, 596, 718, 630, 860, 508, 503, 762, 733, 1153, 601
82776, 1542380269, 0, 601, 723, 630, 860, 508, 498, 757, 733, 1158, 606
82786, 1542380269, 0, 596, 718, 635, 865, 513, 503, 762, 733, 1153, 601
82796, 1542380269, 0, 596, 723, 630, 865, 508, 498, 762, 733, 1153, 601
82806, 1542380269, 0, 601, 723, 630, 855, 508, 498, 757, 733, 1153, 601
82816, 1542380269, 0, 596, 723, 635, 865, 513, 498, 757, 733, 1153, 601
82826, 1542380269, 0, 596, 718, 630, 860, 513, 503, 757, 733, 1158, 601
82836, 1542380269, 0, 596, 718, 630, 860, 513, 498, 757, 733, 1158, 601
82846, 1542380269, 0, 596, 718, 630, 860, 513, 498, 757, 733, 1158, 606
82856, 1542380269, 0, 596, 723, 635, 865, 513, 498, 757, 733, 1153, 601
82866, 1542380269, 0, 596, 723, 635, 860, 513, 503, 757, 733, 1158, 601
82876, 1542380269, 0, 596, 723, 635, 860, 513, 503, 757, 733, 1158, 606
82886, 1542380269, 0, 596, 718, 630, 860, 508, 498, 757, 733, 1158, 606
82896, 1542380269, 0, 596, 718, 630, 865, 508, 498, 757, 733, 1158, 601
82906, 1542380269, 0, 596, 718, 630, 860, 513, 498, 757, 728, 1153, 601
82916, 1542380269, 0, 596, 718, 630, 865, 508, 498, 757, 733, 1158, 601
82926, 1542380269, 0, 596, 723, 635, 860, 513, 503, 767, 733, 1153, 601
82936, 1542380269, 0, 596, 718, 635, 860, 508, 498, 762, 733, 1153, 601
82946, 1542380269, 0, 596, 718, 635, 860, 508, 498, 762, 728, 1158, 601
82956, 1542380269, 0, 591, 718, 635, 865, 508, 498, 757, 733, 1153, 601
82966, 1542380269, 0, 596, 723, 630, 860, 513, 503, 757, 733, 1153, 606
82976, 1542380269, 0, 591, 718, 630, 860, 508, 498, 757, 733, 1153, 601
82987, 1542380269, 0, 591, 723, 635, 860, 508, 498, 757, 733, 1158, 606
82997, 1542380269, 0, 596, 723, 635, 865, 513, 498, 762, 733, 1153, 606
83007, 1542380269, 0, 591, 718, 635, 865, 508, 503, 757, 733, 1158, 601
83017, 1542380269, 0, 596, 723, 635, 865, 508, 498, 757, 733, 1153, 601
83027, 1542380269, 0, 596, 723, 635, 865, 508, 498, 757, 733, 1153, 601
83037, 1542380269, 0, 596, 718, 630, 865, 513, 498, 757, 728, 1158, 601
83047, 1542380269, 0, 596, 723, 635, 865, 513, 498, 757, 733, 1153, 601
83057, 1542380269, 0, 596, 718, 635, 865, 508, 498, 757, 733, 1158, 606
83067, 1542380269, 0, 596, 723, 635, 865, 513, 503, 762, 733, 1153, 601
83077, 1542380269, 0, 596, 718, 635, 865, 508, 503, 757, 733, 1153, 601
83087, 1542380269, 0, 591, 718, 635, 865, 508, 498, 757, 728, 1158, 601
83097, 1542380269, 0, 596, 723, 630, 865, 513, 503, 757, 733, 1158, 601
83107, 1542380269, 0, 591, 718, 635, 865, 513, 498, 757, 733, 1153, 601
83117, 1542380269, 0, 596, 718, 635, 865, 508, 498, 757, 733, 1153, 601
83127, 1542380269, 0, 591, 718, 630, 865, 513, 498, 757, 733, 1158, 606
83137, 1542380269, 0, 596, 718, 635, 865, 513, 498, 762, 733, 1153, 601
83147, 1542380269, 0, 596, 723, 635, 865, 513, 503, 762, 733, 1153, 601
83158, 1542380269, 0, 596, 718, 635, 865, 508, 498, 762, 733, 1153, 601
83168, 1542380269, 0, 596, 723, 635, 865, 513, 498, 752, 733, 1158, 601
83178, 1542380269, 0, 596, 723, 635, 865, 513, 498, 762, 728, 1158, 601
83188, 1542380269, 0, 596, 718, 635, 865, 513, 498, 757, 728, 1153, 601
83198, 1542380269, 0, 591, 723, 635, 865, 508, 503, 762, 728, 1158, 606
83208, 1542380269, 0, 601, 723, 635, 869, 513, 498, 762, 733, 1158, 601
83218, 1542380269, 0, 596, 723, 640, 865, 508, 498, 762, 733, 1153, 601
83228, 1542380269, 0, 596, 723, 635, 865, 508, 498, 757, 728, 1158, 601
83238, 1542380269, 0, 596, 723, 635, 865, 513, 503, 757, 728, 1153, 601
83248, 1542380269, 0, 596, 723, 635, 869, 508, 498, 757, 733, 1153, 601
83258, 1542380269, 0, 601, 723, 635, 865, 508, 503, 762, 728, 1153, 601
83268, 1542380269, 0, 601, 723, 635, 865, 508, 503, 762, 733, 1158, 606
83278, 1542380269, 0, 601, 723, 635, 869, 513, 498, 762, 733, 1153, 601
83288, 1542380269, 0, 596, 723, 635, 865, 508, 503, 762, 728, 1153, 601
83298, 1542380269, 0, 596, 723, 635, 865, 513, 498, 762, 733, 1158, 601
83308, 1542380269, 0, 596, 723, 635, 869, 508, 498, 762, 733, 1153, 601
83318, 1542380269, 0, 596, 723, 635, 865, 508, 498, 757, 733, 1153, 601
83328, 1542380269, 0, 596, 723, 635, 865, 508, 498, 762, 733, 1153, 601
83338, 1542380269, 0, 601, 723, 635, 865, 513, 503, 762, 728, 1158, 606
83348, 1542380269, 0, 596, 723, 640, 869, 513, 498, 762, 733, 1153, 601
83358, 1542380269, 0, 601, 723, 635, 865, 508, 498, 762, 733, 1153, 601
83368, 1542380269, 0, 596, 723, 635, 865, 513, 498, 762, 733, 1153, 601
83378, 1542380269, 0, 596, 718, 635, 865, 513, 498, 762, 733, 1153, 601
83388, 1542380269, 0, 596, 723, 635, 869, 513, 498, 762, 733, 1153, 601
83398, 1542380269, 0, 596, 723, 635, 865, 513, 498, 762, 733, 1153, 601
83408, 1542380269, 0, 601, 723, 635, 865, 508, 498, 762, 733, 1153, 601
83418, 1542380269, 0, 596, 723, 640, 869, 508, 498, 762, 733, 1153, 606
83428, 1542380269, 0, 601, 723, 635, 865, 513, 498, 762, 733, 1153, 601
83442, 1542380269, 0, 596, 723, 635, 869, 513, 503, 762, 733, 1158, 601
83452, 1542380269, 0, 596, 723, 635, 865, 508, 503, 762, 733, 1158, 601
83462, 1542380269, 0, 596, 723, 635, 865, 508, 503, 762, 733, 1153, 601
83472, 1542380269, 0, 596, 723, 635, 865, 513, 503, 757, 733, 1153, 601
83482, 1542380269, 0, 601, 718, 635, 865, 513, 498, 762, 733, 1153, 601
83492, 1542380269, 0, 596, 723, 640, 865, 513, 503, 762, 728, 1158, 601
83502, 1542380269, 0, 596, 723, 635, 865, 513, 498, 762, 728, 1153, 601
83512, 1542380269, 0, 596, 723, 635, 865, 508, 498, 762, 733, 1153, 601
83522, 1542380269, 0, 596, 723, 635, 865, 513, 498, 762, 733, 1153, 601
83532, 1542380269, 0, 596, 723, 635, 865, 508, 498, 762, 733, 1153, 601
83542, 1542380269, 0, 601, 723, 630, 865, 513, 503, 762, 733, 1153, 601
83552, 1542380269, 0, 596, 718, 635, 865, 513, 498, 757, 733, 1153, 601
83562, 1542380269, 0, 601, 723, 635, 865, 513, 498, 762, 738, 1153, 601
83572, 1542380269, 0, 596, 723, 635, 860, 513, 503, 762, 728, 1153, 596
83582, 1542380270, 0, 596, 723, 635, 865, 513, 503, 762, 733, 1153, 601
83592, 1542380270, 0, 596, 723, 635, 865, 508, 498, 762, 733, 1153, 601
83602, 1542380270, 0, 601, 723, 630, 865, 513, 498, 762, 733, 1153, 596
83612, 1542380270, 0, 596, 718, 630, 865, 513, 498, 762, 733, 1153, 601
83622, 1542380270, 0, 601, 723, 635, 865, 513, 498, 757, 733, 1153, 601
83632, 1542380270, 0, 596, 728, 635, 865, 513, 498, 762, 733, 1158, 596
83642, 1542380270, 0, 601, 723, 635, 860, 513, 503, 762, 733, 1153, 601
83652, 1542380270, 0, 601, 723, 635, 865, 513, 498, 762, 728, 1158, 596
83662, 1542380270, 0, 601, 723, 635, 860, 513, 503, 762, 733, 1158, 596
83672, 1542380270, 0, 596, 723, 635, 865, 508, 498, 762, 733, 1153, 596
83682, 1542380270, 0, 581, 723, 635, 865, 513, 498, 762, 733, 1153, 596
83692, 1542380270, 0, 596, 723, 635, 865, 508, 498, 762, 733, 1153, 601
83702, 1542380270, 0, 601, 723, 635, 865, 513, 503, 762, 733, 1153, 601
83712, 1542380270, 0, 596, 723, 635, 860, 513, 498, 762, 728, 1153, 596
83722, 1542380270, 0, 596, 723, 635, 860, 508, 498, 762, 733, 1153, 596
83732, 1542380270, 0, 601, 723, 630, 860, 513, 498, 762, 733, 1148, 601
83742, 1542380270, 0, 596, 723, 635, 860, 508, 498, 762, 733, 1153, 596
83752, 1542380270, 0, 601, 728, 635, 860, 508, 503, 762, 733, 1158, 596
83762, 1542380270, 0, 601, 723, 630, 860, 508, 503, 762, 728, 1158, 596
83772, 1542380270, 0, 601, 728, 640, 865, 508, 503, 762, 728, 1158, 596
83782, 1542380270, 0, 596, 723, 635, 860, 508, 498, 762, 733, 1153, 596
83792, 1542380270, 0, 601, 723, 635, 860, 508, 498, 762, 733, 1153, 596
83802, 1542380270, 0, 601, 728, 635, 865, 513, 498, 762, 733, 1153, 596
83812, 1542380270, 0, 601, 723, 635, 865, 508, 498, 762, 733, 1153, 596
83822, 1542380270, 0, 596, 723, 635, 860, 508, 498, 762, 733, 1153, 596
83832, 1542380270, 0, 596, 723, 635, 855, 513, 503, 762, 733, 1153, 591
83842, 1542380270, 0, 601, 728, 635, 860, 513, 503, 767, 733, 1158, 591
83852, 1542380270, 0, 601, 723, 630, 860, 513, 498, 762, 733, 1153, 586
83862, 1542380270, 0, 601, 723, 635, 860, 508, 503, 762, 733, 1153, 591
83872, 1542380270, 0, 601, 723, 635, 860, 513, 503, 762, 733, 1153, 586
83883, 1542380270, 0, 601, 728, 635, 860, 508, 503, 767, 733, 1153, 586
83893, 1542380270, 0, 601, 723, 635, 860, 508, 498, 762, 733, 1153, 591
83903, 1542380270, 0, 601, 723, 635, 860, 508, 498, 762, 733, 1153, 591
83916, 1542380270, 0, 601, 728, 635, 860, 508, 498, 767, 733, 1153, 591
83926, 1542380270, 0, 601, 728, 630, 860, 508, 503, 767, 733, 1158, 591
83936, 1542380270, 0, 601, 723, 630, 860, 508, 498, 762, 733, 1153, 591
83946, 1542380270, 0, 601, 728, 635, 860, 508, 498, 767, 733, 1153, 591
83956, 1542380270, 0, 601, 728, 630, 855, 508, 498, 762, 733, 1153, 591
83966, 1542380270, 0, 601, 723, 635, 860, 508, 498, 762, 733, 1153, 591
83976, 1542380270, 0, 601, 728, 630, 860, 508, 503, 767, 733, 1153, 591
83986, 1542380270, 0, 601, 728, 635, 860, 513, 503, 767, 733, 1158, 591
83996, 1542380270, 0, 601, 728, 635, 860, 508, 498, 762, 733, 1153, 591
84006, 1542380270, 0, 601, 723, 635, 860, 508, 503, 767, 733, 1153, 591
84016, 1542380270, 0, 601, 723, 630, 860, 508, 498, 762, 733, 1153, 591
84026, 1542380270, 0, 601, 728, 635, 860, 508, 498, 762, 733, 1153, 591
84036, 1542380270, 0, 601, 723, 635, 860, 508, 503, 762, 728, 1153, 591
84046, 1542380270, 0, 596, 723, 635, 860, 508, 498, 762, 733, 1153, 591
84056, 1542380270, 0, 601, 728, 635, 865, 508, 498, 762, 733, 1158, 591
84066, 1542380270, 0, 601, 723, 635, 860, 508, 503, 762, 728, 1148, 586
84076, 1542380270, 0, 601, 723, 630, 860, 508, 498, 762, 733, 1153, 591
84086, 1542380270, 0, 601, 728, 635, 860, 508, 498, 762, 733, 1153, 586
84096, 1542380270, 0, 606, 723, 630, 860, 513, 498, 762, 733, 1153, 586
84106, 1542380270, 0, 601, 728, 635, 860, 508, 503, 762, 733, 1153, 591
84116, 1542380270, 0, 601, 723, 635, 860, 508, 498, 762, 733, 1153, 591
84126, 1542380270, 0, 606, 728, 635, 860, 508, 503, 767, 733, 1153, 586
84136, 1542380270, 0, 606, 723, 630, 860, 508, 498, 762, 728, 1153, 591
84146, 1542380270, 0, 606, 728, 635, 860, 508, 503, 767, 728, 1153, 591
84156, 1542380270, 0, 606, 728, 635, 860, 508, 503, 767, 733, 1153, 591
84166, 1542380270, 0, 601, 728, 635, 860, 508, 498, 767, 733, 1153, 591
84176, 1542380270, 0, 606, 728, 635, 860, 508, 498, 762, 728, 1153, 591
84186, 1542380270, 0, 606, 728, 635, 860, 508, 498, 767, 728, 1148, 591
84196, 1542380270, 0, 606, 728, 635, 860, 508, 503, 767, 733, 1153, 591
84206, 1542380270, 0, 601, 728, 635, 860, 508, 498, 767, 728, 1153, 591
84216, 1542380270, 0, 606, 728, 635, 860, 508, 498, 762, 728, 1153, 591
84226, 1542380270, 0, 606, 728, 630, 865, 508, 503, 767, 733, 1153, 591
84236, 1542380270, 0, 601, 733, 635, 860, 513, 498, 762, 728, 1148, 591
84246, 1542380270, 0, 606, 728, 635, 860, 508, 498, 762, 728, 1148, 591
84256, 1542380270, 0, 606, 728, 635, 860, 508, 498, 767, 728, 1148, 591
84267, 1542380270, 0, 606, 733, 635, 865, 508, 503, 767, 733, 1153, 591
84277, 1542380270, 0, 601, 728, 635, 860, 508, 498, 762, 733, 1148, 591
84287, 1542380270, 0, 601, 728, 635, 860, 508, 498, 762, 728, 1153, 591
84297, 1542380270, 0, 606, 728, 635, 865, 508, 503, 767, 728, 1153, 591
84307, 1542380270, 0, 606, 728, 635, 865, 508, 498, 762, 733, 1153, 591
84317, 1542380270, 0, 606, 733, 635, 860, 513, 503, 762, 728, 1148, 586
84327, 1542380270, 0, 606, 728, 635, 860, 508, 503, 762, 733, 1153, 591
84337, 1542380270, 0, 606, 733, 635, 860, 508, 498, 767, 733, 1153, 591
84347, 1542380270, 0, 606, 728, 635, 860, 513, 498, 762, 728, 1153, 591
84357, 1542380270, 0, 606, 728, 635, 860, 508, 498, 767, 733, 1153, 591
84367, 1542380270, 0, 601, 728, 635, 860, 508, 498, 762, 728, 1148, 591
84377, 1542380270, 0, 606, 728, 635, 865, 513, 498, 762, 728, 1153, 591
84387, 1542380270, 0, 606, 728, 630, 865, 513, 498, 762, 728, 1153, 586
84397, 1542380270, 0, 606, 728, 635, 865, 508, 498, 762, 728, 1158, 591
84407, 1542380270, 0, 606, 733, 635, 860, 513, 503, 767, 733, 1153, 591
84417, 1542380270, 0, 606, 728, 635, 860, 513, 498, 762, 728, 1153, 591
84427, 1542380270, 0, 606, 728, 635, 865, 513, 498, 762, 728, 1153, 591
84438, 1542380270, 0, 606, 728, 635, 860, 508, 503, 767, 733, 1153, 591
84452, 1542380270, 0, 606, 728, 635, 860, 508, 498, 762, 733, 1153, 596
84462, 1542380270, 0, 601, 728, 635, 860, 513, 503, 762, 733, 1153, 591
84472, 1542380270, 0, 606, 728, 635, 860, 513, 503, 762, 733, 1153, 591
84482, 1542380270, 0, 606, 728, 640, 865, 508, 503, 767, 733, 1153, 591
84492, 1542380270, 0, 606, 728, 635, 860, 508, 498, 762, 733, 1153, 596
84502, 1542380270, 0, 601, 728, 635, 860, 513, 503, 762, 728, 1153, 591
84512, 1542380270, 0, 601, 728, 635, 860, 513, 498, 762, 733, 1153, 591
84523, 1542380270, 0, 601, 728, 635, 860, 508, 498, 762, 733, 1153, 591
84533, 1542380270, 0, 601, 728, 630, 865, 513, 498, 762, 733, 1153, 591
84543, 1542380270, 0, 601, 728, 635, 860, 508, 498, 762, 733, 1153, 596
84553, 1542380270, 0, 601, 728, 635, 865, 508, 503, 767, 733, 1158, 596
84563, 1542380270, 0, 601, 728, 635, 860, 513, 503, 762, 733, 1158, 591
84573, 1542380270, 0, 601, 728, 635, 865, 508, 498, 762, 733, 1153, 591
84583, 1542380271, 0, 601, 728, 630, 865, 508, 503, 762, 733, 1153, 596
84593, 1542380271, 0, 601, 728, 635, 860, 508, 498, 762, 733, 1153, 591
84603, 1542380271, 0, 596, 728, 635, 865, 508, 498, 762, 733, 1153, 596
84613, 1542380271, 0, 601, 728, 635, 860, 508, 498, 762, 733, 1153, 591
84623, 1542380271, 0, 601, 733, 635, 865, 513, 503, 762, 733, 1153, 596
84633, 1542380271, 0, 601, 723, 630, 865, 508, 498, 762, 733, 1153, 591
84643, 1542380271, 0, 596, 728, 630, 865, 508, 498, 762, 733, 1153, 596
84653, 1542380271, 0, 601, 728, 635, 860, 508, 503, 762, 728, 1153, 591
84663, 1542380271, 0, 596, 728, 635, 865, 513, 498, 757, 728, 1153, 591
84673, 1542380271, 0, 601, 723, 635, 860, 508, 503, 762, 733, 1153, 596
84683, 1542380271, 0, 596, 728, 635, 865, 508, 498, 762, 733, 1153, 596
84694, 1542380271, 0, 601, 728, 635, 865, 513, 498, 762, 733, 1158, 596
84704, 1542380271, 0, 596, 728, 635, 860, 508, 498, 762, 733, 1153, 596
84714, 1542380271, 0, 596, 728, 635, 865, 508, 498, 762, 733, 1153, 596
84724, 1542380271, 0, 596, 728, 635, 865, 508, 498, 762, 733, 1153, 596
84734, 1542380271, 0, 601, 728, 635, 865, 508, 498, 762, 733, 1153, 596
84744, 1542380271, 0, 601, 723, 635, 860, 513, 503, 762, 728, 1158, 596
84754, 1542380271, 0, 596, 723, 640, 865, 513, 498, 762, 733, 1153, 591
84764, 1542380271, 0, 601, 728, 635, 865, 513, 498, 762, 733, 1158, 601
84774, 1542380271, 0, 596, 723, 635, 860, 513, 503, 762, 728, 1158, 596
84784, 1542380271, 0, 601, 723, 635, 865, 513, 503, 762, 728, 1153, 596
84794, 1542380271, 0, 596, 723, 635, 865, 508, 498, 762, 728, 1153, 596
84804, 1542380271, 0, 596, 723, 630, 865, 513, 498, 762, 728, 1153, 601
84814, 1542380271, 0, 596, 723, 635, 865, 508, 498, 757, 733, 1158, 596
84824, 1542380271, 0, 601, 723, 635, 865, 513, 498, 762, 728, 1153, 596
84834, 1542380271, 0, 601, 723, 635, 865, 508, 503, 767, 733, 1158, 596
84844, 1542380271, 0, 596, 723, 635, 865, 508, 498, 762, 728, 1158, 596
84854, 1542380271, 0, 601, 723, 635, 865, 508, 498, 757, 733, 1153, 596
84864, 1542380271, 0, 596, 723, 635, 865, 513, 498, 762, 733, 1153, 596
84874, 1542380271, 0, 601, 723, 635, 865, 508, 498, 757, 733, 1153, 596
84884, 1542380271, 0, 596, 723, 635, 865, 513, 498, 762, 728, 1158, 601
84894, 1542380271, 0, 596, 723, 635, 865, 513, 498, 762, 728, 1153, 601
84904, 1542380271, 0, 596, 728, 635, 865, 508, 503, 762, 733, 1158, 601
84914, 1542380271, 0, 601, 723, 635, 865, 513, 498, 762, 728, 1158, 601
84924, 1542380271, 0, 596, 723, 630, 865, 513, 498, 762, 733, 1158, 601
84934, 1542380271, 0, 596, 723, 635, 865, 508, 498, 762, 728, 1158, 601
84944, 1542380271, 0, 596, 723, 635, 865, 513, 498, 762, 733, 1153, 601
84954, 1542380271, 0, 596, 723, 635, 865, 513, 498, 762, 733, 1158, 601
84964, 1542380271, 0, 591, 723, 635, 865, 513, 498, 762, 733, 1158, 601
84974, 1542380271, 0, 596, 723, 635, 865, 513, 498, 767, 733, 1158, 601
84984, 1542380271, 0, 591, 723, 630, 865, 508, 498, 762, 733, 1153, 606
84994, 1542380271, 0, 591, 718, 635, 865, 513, 503, 762, 728, 1153, 601
85004, 1542380271, 0, 591, 723, 635, 860, 513, 498, 757, 733, 1158, 601
85014, 1542380271, 0, 591, 718, 635, 865, 513, 498, 762, 733, 1153, 601
85024, 1542380271, 0, 591, 718, 635, 865, 513, 498, 757, 733, 1153, 606
85035, 1542380271, 0, 591, 723, 635, 865, 513, 498, 762, 728, 1158, 606
85045, 1542380271, 0, 591, 718, 635, 865, 513, 503, 757, 733, 1158, 610
85055, 1542380271, 0, 591, 718, 635, 865, 508, 498, 757, 728, 1158, 606
85065, 1542380271, 0, 591, 713, 630, 865, 513, 498, 757, 733, 1158, 606
85075, 1542380271, 0, 586, 718, 630, 860, 513, 498, 757, 733, 1158, 610
85085, 1542380271, 0, 586, 718, 630, 860, 513, 498, 757, 733, 1158, 610
85095, 1542380271, 0, 586, 713, 630, 865, 508, 498, 757, 733, 1158, 615
85105, 1542380271, 0, 586, 718, 630, 865, 513, 498, 757, 733, 1158, 615
85115, 1542380271, 0, 586, 718, 635, 869, 513, 503, 762, 728, 1158, 615
85125, 1542380271, 0, 586, 713, 630, 860, 513, 503, 757, 733, 1158, 610
85135, 1542380271, 0, 586, 713, 630, 865, 513, 498, 757, 733, 1158, 610
85145, 1542380271, 0, 586, 718, 630, 865, 513, 498, 757, 733, 1158, 610
85155, 1542380271, 0, 586, 718, 635, 865, 513, 503, 757, 733, 1158, 610
85165, 1542380271, 0, 586, 713, 630, 865, 513, 503, 757, 728, 1163, 606
85175, 1542380271, 0, 586, 718, 630, 865, 513, 503, 757, 728, 1158, 610
85185, 1542380271, 0, 586, 718, 635, 865, 513, 503, 757, 733, 1163, 606
85195, 1542380271, 0, 586, 713, 630, 865, 513, 498, 752, 728, 1158, 610
85206, 1542380271, 0, 586, 718, 630, 865, 513, 498, 757, 728, 1158, 610
85216, 1542380271, 0, 586, 718, 635, 865, 513, 498, 757, 728, 1158, 606
85226, 1542380271, 0, 586, 718, 630, 865, 513, 503, 757, 728, 1158, 610
85236, 1542380271, 0, 586, 718, 630, 865, 513, 498, 757, 728, 1163, 606
85246, 1542380271, 0, 591, 718, 630, 865, 513, 498, 752, 733, 1158, 606
85256, 1542380271, 0, 591, 718, 630, 869, 513, 503, 757, 733, 1158, 610
85266, 1542380271, 0, 591, 718, 630, 865, 513, 498, 757, 733, 1158, 610
85276, 1542380271, 0, 586, 718, 635, 869, 513, 498, 757, 728, 1163, 606
85286, 1542380271, 0, 586, 718, 630, 869, 513, 498, 752, 728, 1158, 606
85296, 1542380271, 0, 591, 718, 630, 865, 513, 503, 757, 728, 1163, 606
85306, 1542380271, 0, 591, 718, 630, 865, 513, 498, 757, 728, 1158, 610
85316, 1542380271, 0, 591, 718, 630, 869, 513, 498, 757, 733, 1158, 606
85326, 1542380271, 0, 591, 718, 635, 869, 513, 503, 757, 728, 1158, 606
85336, 1542380271, 0, 591, 718, 635, 865, 513, 503, 757, 728, 1163, 606
85346, 1542380271, 0, 591, 718, 635, 865, 513, 498, 752, 728, 1158, 610
85356, 1542380271, 0, 591, 718, 635, 865, 513, 498, 752, 728, 1163, 606
85366, 1542380271, 0, 591, 718, 635, 865, 513, 498, 752, 733, 1158, 606
85376, 1542380271, 0, 591, 718, 630, 865, 513, 503, 757, 733, 1158, 606
85386, 1542380271, 0, 591, 718, 630, 865, 513, 498, 757, 733, 1158, 606
85396, 1542380271, 0, 596, 723, 640, 869, 513, 498, 757, 733, 1163, 610
85406, 1542380271, 0, 591, 718, 635, 865, 513, 498, 752, 728, 1158, 606
85416, 1542380271, 0, 591, 718, 630, 865, 513, 503, 752, 728, 1158, 606
85426, 1542380271, 0, 591, 718, 630, 865, 513, 503, 757, 728, 1158, 606
85436, 1542380271, 0, 591, 718, 630, 865, 513, 498, 752, 728, 1158, 606
85446, 1542380271, 0, 596, 723, 630, 865, 513, 498, 757, 728, 1158, 606
85460, 1542380271, 0, 591, 723, 635, 865, 513, 503, 757, 733, 1163, 606
85470, 1542380271, 0, 591, 718, 640, 865, 513, 503, 757, 733, 1163, 606
85480, 1542380271, 0, 591, 723, 630, 860, 513, 503, 757, 728, 1163, 601
85490, 1542380271, 0, 591, 718, 635, 865, 513, 498, 752, 728, 1163, 601
85500, 1542380271, 0, 591, 718, 630, 865, 508, 498, 757, 728, 1163, 601
85510, 1542380271, 0, 591, 723, 630, 865, 508, 498, 757, 733, 1158, 601
85520, 1542380271, 0, 591, 723, 635, 865, 513, 503, 757, 733, 1163, 601
85530, 1542380271, 0, 591, 718, 635, 860, 508, 498, 757, 733, 1158, 601
85540, 1542380271, 0, 596, 723, 635, 865, 513, 503, 762, 733, 1163, 606
85550, 1542380271, 0, 591, 723, 635, 860, 513, 498, 762, 733, 1158, 601
85560, 1542380271, 0, 591, 718, 635, 865, 513, 498, 757, 728, 1163, 601
85570, 1542380271, 0, 591, 718, 635, 860, 513, 503, 762, 728, 1163, 606
85580, 1542380272, 0, 591, 723, 635, 860, 508, 503, 757, 733, 1158, 606
85590, 1542380272, 0, 591, 723, 630, 865, 508, 498, 757, 733, 1163, 606
85600, 1542380272, 0, 591, 718, 630, 865, 513, 498, 757, 733, 1163, 606
